number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass
4,96.03285,92.65005714,69.51592978,74.67605855,1.159784345,1.164600374,151.2596,36.95065714,59.66389153,50.67404868
4,95.45068,92.31738857,69.27269554,74.5266382,1.161762834,1.163894831,148.93092,36.95065714,58.97342845,50.18847596
4,93.5306,91.2202,68.45176101,74.02066485,1.168103274,1.161255761,141.2506,36.95065714,56.7636543,48.64941828
4,76.4445625,51.51889225,59.35667247,35.1474002,1.199540745,1.290691166,121.3276,14.3990814,43.82335412,44.25356654
4,92.2091,91.51055714,67.86910795,74.19477672,1.172280292,1.185367722,135.9646,30.27808571,55.30769533,48.81251597
4,93.5306,92.64327143,68.45176101,74.74040755,1.168103274,1.183373041,141.2506,31.4108,56.7636543,50.24260302
4,76.4445625,77.99809643,59.35667247,66.14322922,1.199540745,1.182885368,121.3276,27.14158571,43.82335412,37.66160315
4,97.4816,96.02984286,70.11038829,76.29003537,1.15476159,1.176228278,157.0546,34.79737143,61.42030895,54.80841422
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
5,72.89433,51.15234615,59.22342104,34.88193874,1.447755744,1.369589948,121.3276,19.99851154,39.83472978,44.171171
5,66.55195772,51.10503284,50.69778432,34.8203558,1.383686271,1.304047955,121.3276,21.02345562,43.90721593,44.21093363
5,66.55195772,50.9644003,50.69778432,34.7058234,1.383686271,1.313378375,121.3276,20.91968047,43.90721593,44.22928688
4,76.5177175,56.80881707,59.31009613,35.77343242,1.197273033,0.981879784,122.90607,34.83315993,44.28945853,52.53320698
5,72.952854,56.79148636,59.1862407,35.76328484,1.445794601,0.999169485,122.90607,36.50111207,40.25019151,52.53178194
5,72.952854,56.77415564,59.1862407,35.75314013,1.445794601,1.011248905,122.90607,36.29149279,40.25019151,52.53035115
5,66.55195772,50.93627379,50.69778432,34.68296216,1.383686271,1.315096913,121.3276,20.89892544,43.90721593,44.23290296
5,66.55195772,50.90814728,50.69778432,34.66011599,1.383686271,1.316777218,121.3276,20.87817041,43.90721593,44.23650087
5,66.55195772,50.88002077,50.69778432,34.63728486,1.383686271,1.318422318,121.3276,20.85741538,43.90721593,44.2400806
5,66.55195772,50.86595752,50.69778432,34.62587494,1.383686271,1.319232479,121.3276,20.84703787,43.90721593,44.24186365
5,66.55195772,50.73938823,50.69778432,34.52335463,1.383686271,1.326197621,121.3276,20.75364023,43.90721593,44.25770678
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
4,76.4445625,51.79638828,59.35667247,35.36416735,1.199540745,1.289459251,121.3276,14.51157422,43.82335412,44.31415642
4,96.03285,57.27283077,69.51592978,36.67552162,1.159784345,1.337107754,151.2596,12.51216923,59.66389153,53.31822319
5,61.357238,50.71040804,26.27015125,33.64015278,1.217666928,1.293617899,136.31906,20.89139181,49.46613524,44.25765381
5,61.357238,49.45678496,26.27015125,30.7916766,1.217666928,1.296921712,136.31906,20.33903478,49.46613524,44.38549416
5,61.357238,47.65725643,26.27015125,27.11916065,1.217666928,1.301258301,136.31906,19.54614714,49.46613524,44.5066822
4,76.4445625,46.54616333,59.35667247,31.48057636,1.199540745,1.309485219,121.3276,12.38321,43.82335412,42.84980728
4,92.2091,55.79020916,67.86910795,36.17818961,1.172280292,1.334230641,135.9646,12.29452366,55.30769533,50.92116474
4,93.5306,56.25517982,68.45176101,36.3181699,1.168103274,1.335597865,141.2506,12.33778654,56.7636543,51.71230018
4,94.8431,57.48111607,69.01608234,37.02174385,1.163801064,1.333831804,146.5006,12.91248768,58.26271401,52.7152317
4,95.45068,58.03133706,69.27269554,37.33511151,1.161762834,1.332999789,148.93092,13.16270858,58.97342845,53.18249332
4,96.03285,57.85233292,69.51592978,37.10519591,1.159784345,1.334901282,151.2596,12.91248768,59.66389153,53.46488596
4,96.4516525,58.54721107,69.68934187,37.55661646,1.158346429,1.333058339,152.93481,13.30102688,60.16614927,53.87099684
4,97.4816,58.67049363,70.11038829,37.47661381,1.15476159,1.334591439,157.0546,13.16270858,61.42030895,54.49597924
4,97.9598,57.86573846,70.3033264,36.80284461,1.153075171,1.338527756,158.9674,12.51216923,62.01143299,54.5662413
4,76.4445625,52.02152657,59.35667247,35.54101697,1.199540745,1.288448054,121.3276,14.60284198,43.82335412,44.36197801
4,90.2786,55.02201398,66.98998734,35.90130516,1.178059558,1.33217145,128.2426,12.16552401,53.2860956,49.7939489
4,91.8081,55.63750831,67.68930284,36.12642844,1.173513988,1.333816753,134.3606,12.27294172,54.87713673,50.68366803
4,76.5177175,56.80881707,59.31009613,35.77343242,1.197273033,0.981879784,122.90607,34.83315993,44.28945853,52.53320698
4,76.5177175,56.80881707,59.31009613,35.77343242,1.197273033,0.981879784,122.90607,34.83315993,44.28945853,52.53320698
5,72.89433,52.07278568,59.22342104,35.5812688,1.447755744,1.351490092,121.3276,20.83993108,39.83472978,44.40601815
5,74.23165,51.49340015,60.51522055,35.07159195,1.453747136,1.459793527,121.3276,17.18809063,39.44587456,44.3206326
5,82.72929,52.54545757,66.88894152,35.7753804,1.460596663,1.373545033,121.3276,20.23458593,41.16285088,44.72790389
5,100.17245,53.99070435,75.30433324,36.6036983,1.400846295,1.37751603,179.0846,20.60772323,61.55030198,46.28296131
5,72.942289,51.75512869,59.27173424,35.33921639,1.448003392,1.377290836,121.3276,20.16762775,39.81774444,44.33824843
5,72.89433,52.13836589,59.22342104,35.6282478,1.447755744,1.325976239,121.3276,21.26651654,39.83472978,44.4079851
5,72.143259,51.3167054,58.4453922,35.02743926,1.443530068,1.375799495,121.3276,20.00060251,40.12971393,44.21780458
5,72.32465,51.15325338,58.63710174,34.88115117,1.44461203,1.34509398,121.3276,20.45709077,40.05351182,44.17435522
5,72.32465,81.21455491,58.63710174,67.94349032,1.44461203,1.20827881,121.3276,37.04100712,40.05351182,40.78716528
4,76.4445625,51.51889225,59.35667247,35.1474002,1.199540745,1.290691166,121.3276,14.3990814,43.82335412,44.25356654
5,62.54385,52.15437128,38.64204003,35.2377997,1.279381489,1.294616207,130.386,21.98859103,48.05526324,44.77692109
5,62.54385,51.73533216,38.64204003,34.76332493,1.279381489,1.297558928,130.386,21.94945712,48.05526324,44.89142285
5,72.32465,51.15680769,58.63710174,34.88323096,1.44461203,1.343552846,121.3276,20.48286538,40.05351182,44.17504239
5,72.32465,51.15680769,58.63710174,34.88323096,1.44461203,1.343552846,121.3276,20.48286538,40.05351182,44.17504239
5,72.32465,51.06795,58.63710174,34.83127327,1.44461203,1.377152354,121.3276,19.8385,40.05351182,44.15777414
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
5,72.32465,51.21900808,58.63710174,34.91964746,1.44461203,1.311989248,121.3276,20.93392115,40.05351182,44.18701982
5,72.32465,51.21900808,58.63710174,34.91964746,1.44461203,1.311989248,121.3276,20.93392115,40.05351182,44.18701982
5,72.32465,51.183465,58.63710174,34.89883338,1.44461203,1.3312549,121.3276,20.676175,40.05351182,44.18018669
5,64.95533064,74.87168468,47.26275758,59.62543855,1.352182714,1.201808809,121.3276,33.09652618,45.43565657,42.93475901
5,64.95533064,50.75735912,47.26275758,35.01313802,1.352182714,1.401564118,121.3276,18.25940974,45.43565657,43.7070747
5,64.95533064,80.87335757,47.26275758,67.41966143,1.352182714,1.121382395,121.3276,38.69234438,45.43565657,40.8662437
5,64.95533064,80.87335757,47.26275758,67.41966143,1.352182714,1.121382395,121.3276,38.69234438,45.43565657,40.8662437
5,64.95533064,80.01842101,47.26275758,66.25004318,1.352182714,1.136062953,121.3276,37.8952217,45.43565657,41.2206594
5,64.95533064,81.31431363,47.26275758,68.03097178,1.352182714,1.112147544,121.3276,39.10348141,45.43565657,40.67521383
5,64.95533064,81.1636851,47.26275758,67.82153021,1.352182714,1.115553783,121.3276,38.96303892,45.43565657,40.74110617
5,64.95533064,81.013783,47.26275758,67.61373885,1.352182714,1.118650695,121.3276,38.82327374,45.43565657,40.80602311
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287
4,93.5306,91.2202,68.45176101,74.02066485,1.168103274,1.161255761,141.2506,36.95065714,56.7636543,48.64941828
4,96.03285,92.65005714,69.51592978,74.67605855,1.159784345,1.164600374,151.2596,36.95065714,59.66389153,50.67404868
4,94.8431,91.9702,69.01608234,74.36875512,1.163801064,1.163112474,146.5006,36.95065714,58.26271401,49.69090056
4,95.45068,92.31738857,69.27269554,74.5266382,1.161762834,1.163894831,148.93092,36.95065714,58.97342845,50.18847596
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287
4,76.5177175,56.80881707,59.31009613,35.77343242,1.197273033,0.981879784,122.90607,34.83315993,44.28945853,52.53320698
5,72.952854,56.80535093,59.1862407,35.77140267,1.445794601,0.986532752,122.90607,36.6688075,40.25019151,52.53292243
5,72.952854,56.80188479,59.1862407,35.76937304,1.445794601,0.990159091,122.90607,36.62688364,40.25019151,52.53263766
5,72.952854,56.7949525,59.1862407,35.76531412,1.445794601,0.996377671,122.90607,36.54303593,40.25019151,52.53206741
5,72.952854,87.37948538,59.1862407,65.3724192,1.445794601,0.823349605,122.90607,63.80357938,40.25019151,51.43544766
5,92.26674,92.543,64.81266197,69.4993588,1.323286609,1.285230347,188.3839,43.6408,69.23265515,67.41963549
5,92.26674,97.0214,64.81266197,74.39749473,1.323286609,1.314849346,188.3839,39.27672,69.23265515,65.35572755
4,76.4445625,81.45675,59.35667247,68.22961748,1.199540745,1.108189293,121.3276,36.95065714,43.82335412,40.61229287
5,70.72905,81.12077143,56.85686099,67.81661486,1.433616716,1.1619293,121.3276,38.21056429,40.82961457,40.82338197
5,70.72905,80.78479286,56.85686099,67.4061122,1.433616716,1.197644246,121.3276,37.18484286,40.82961457,41.0306341
5,70.72905,80.44881429,56.85686099,66.99809437,1.433616716,1.226062632,121.3276,36.95065714,40.82961457,41.23410714
5,70.72905,80.11283571,56.85686099,66.59254632,1.433616716,1.249385888,121.3276,36.95065714,40.82961457,41.43385674
5,70.72905,79.77685714,56.85686099,66.1894531,1.433616716,1.268607063,121.3276,36.95065714,40.82961457,41.62993652
5,70.72905,79.44087857,56.85686099,65.78879986,1.433616716,1.2842652,121.3276,36.95065714,40.82961457,41.82239808
5,83.24476,79.96163333,59.50608142,60.16110851,1.311510373,1.34520296,192.981,32.1635,67.23383471,61.81330799
5,83.24476,95.857725,59.50608142,72.24920003,1.311510373,1.208333699,192.981,50.245175,67.23383471,68.84287171
5,83.24476,75.86112222,59.50608142,63.97720282,1.311510373,1.350994159,192.981,27.35381111,67.23383471,50.42857924
5,83.24476,79.96163333,59.50608142,60.16110851,1.311510373,1.34520296,192.981,32.1635,67.23383471,61.81330799
5,74.290174,56.76694525,60.47722922,35.62951397,1.451830892,0.993991909,122.90607,36.73965748,39.86342571,52.71968094
4,76.4445625,51.24566538,59.35667247,34.93526616,1.199540745,1.291888138,121.3276,14.28831923,43.82335412,44.19212522
5,72.942289,51.73908859,59.27173424,35.3310782,1.448003392,1.3458737,121.3276,20.72528297,39.81774444,44.30190729
5,71.55487,50.34756269,57.80558375,34.26071641,1.439734927,1.353258151,121.3276,19.98046781,40.39833492,44.02297957
4,76.4445625,51.96497692,59.35667247,35.49651334,1.199540745,1.288703016,121.3276,14.57991758,43.82335412,44.35007864
5,72.32465,51.4245686,58.63710174,35.07627048,1.44461203,1.301370527,121.3276,21.15522815,40.05351182,44.23299541
5,72.32465,51.43410588,58.63710174,35.08706166,1.44461203,1.312866053,121.3276,21.04193111,40.05351182,44.23578917
5,72.32465,51.40430325,58.63710174,35.06952468,1.44461203,1.328915074,121.3276,20.82581269,40.05351182,44.23021289
5,72.32465,51.3173621,58.63710174,35.0132465,1.44461203,1.355090511,121.3276,20.37780356,40.05351182,44.21281482
5,72.32465,51.00871154,58.63710174,34.7966778,1.44461203,1.39532407,121.3276,19.40892308,40.05351182,44.14615886
5,66.55195772,51.29508654,50.69778432,34.96725923,1.383686271,1.303236587,121.3276,21.1372717,43.90721593,44.25472133
5,66.55195772,51.15369264,50.69778432,34.85162199,1.383686271,1.312585234,121.3276,21.03293474,43.90721593,44.27376143
5,66.55195772,50.92492732,50.69778432,34.66292049,1.383686271,1.328146254,121.3276,20.85652148,43.90721593,44.32349394
5,66.55195772,50.42835393,50.69778432,34.27152494,1.383686271,1.342479894,121.3276,20.52036477,43.90721593,44.30491808
5,66.55195772,50.12060503,50.69778432,34.02649697,1.383686271,1.354452921,121.3276,20.29702958,43.90721593,44.32987885
5,72.89433,51.56398353,59.22342104,35.19021024,1.447755744,1.329823204,121.3276,20.88458897,39.83472978,44.26371243
5,72.89433,51.66483916,59.22342104,35.27669199,1.447755744,1.356243455,121.3276,20.50821529,39.83472978,44.28601445
5,72.942289,51.51174061,59.27173424,35.14329394,1.448003392,1.301485676,121.3276,21.19963846,39.81774444,44.25199501
5,72.942289,51.4460571,59.27173424,35.09437103,1.448003392,1.313826017,121.3276,21.0299799,39.81774444,44.23739639
5,72.942289,51.70456143,59.27173424,35.29967996,1.448003392,1.329377312,121.3276,20.96417165,39.81774444,44.29437895
5,72.942289,51.64077872,59.27173424,35.25719961,1.448003392,1.356544904,121.3276,20.48849267,39.81774444,44.28054583
5,72.942289,51.46660563,59.27173424,35.1286639,1.448003392,1.379142591,121.3276,19.95140074,39.81774444,44.24215763
5,72.89433,51.21494896,59.22342104,34.93418159,1.447755744,1.379789668,121.3276,19.8185027,39.83472978,44.18563302
5,74.23165,51.78276066,60.51522055,35.3501287,1.453747136,1.332509489,121.3276,20.93021077,39.44587456,44.3122367
5,74.23165,51.8530552,60.51522055,35.4018519,1.453747136,1.361205731,121.3276,20.45175919,39.44587456,44.32833462
5,74.23165,52.00816374,60.51522055,35.52030371,1.453747136,1.384099729,121.3276,20.0188383,39.44587456,44.36222616
